model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 Superb,2020.0,25995.0,Semi-Auto,2500.0,Petrol,150.0,36.7,,skoda
 Focus,2017.0,8995.0,Manual,65746.0,Diesel,,74.3,1.5,ford
 Kuga,2019.0,17300.0,Manual,,Petrol,145.0,34.4,1.5,ford
 Polo,2016.0,9602.0,Manual,14304.0,Petrol,20.0,60.1,1.0,volkswagen
 Up,2017.0,7499.0,Manual,,Petrol,145.0,64.2,1.0,volkswagen
 E Class,2019.0,28950.0,Semi-Auto,14321.0,Diesel,,58.9,2.0,merc
 4 Series,2019.0,23975.0,Semi-Auto,13.0,Petrol,,45.6,2.0,BMW
 Focus,2017.0,15395.0,Manual,26908.0,Diesel,145.0,67.3,2.0,ford
 Aygo,2018.0,7750.0,Manual,4133.0,Petrol,145.0,69.0,1.0,toyota
 C Class,2019.0,20682.0,Automatic,10920.0,Diesel,145.0,64.2,2.1,merc
 Kuga,2017.0,14291.0,Manual,,Petrol,160.0,45.6,1.5,ford
 A5,,26399.0,Automatic,,Petrol,145.0,39.8,2.0,Audi
 EcoSport,,16199.0,Manual,9808.0,Petrol,145.0,51.4,1.0,ford
 Octavia,,14995.0,Semi-Auto,30000.0,Diesel,30.0,62.8,2.0,skoda
 Fiesta,2017.0,10795.0,Manual,13000.0,Petrol,145.0,65.7,1.0,ford
 EcoSport,2017.0,8995.0,Manual,,Petrol,125.0,52.3,1.0,ford
 EcoSport,,8700.0,Manual,43081.0,Petrol,145.0,,1.5,ford
 C Class,,26492.0,Semi-Auto,28801.0,Diesel,145.0,65.7,2.1,merc
 Focus,,14260.0,Manual,11296.0,Petrol,145.0,58.9,1.0,ford
 Astra,2019.0,12498.0,Manual,15639.0,Petrol,145.0,51.4,1.4,vauxhall
 3 Series,,13298.0,Semi-Auto,46392.0,Diesel,0.0,74.3,,BMW
 Astra,,13900.0,Manual,4349.0,Petrol,,51.4,1.4,vauxhall
 1 Series,2019.0,20750.0,Manual,6860.0,Petrol,150.0,44.1,1.5,BMW
 Golf,2019.0,,Manual,3971.0,Petrol,145.0,45.6,1.5,volkswagen
 GLA Class,2018.0,25500.0,Semi-Auto,,Diesel,145.0,,2.1,merc
 Aygo,2018.0,8260.0,Manual,9813.0,Petrol,145.0,56.5,,toyota
 Mokka X,2019.0,14470.0,Manual,14098.0,Petrol,,39.2,1.4,vauxhall
 Passat,2019.0,22826.0,Manual,6033.0,Petrol,145.0,42.8,1.5,volkswagen
 Focus,2016.0,9920.0,Manual,34894.0,Petrol,20.0,60.1,1.0,ford
 Focus,2019.0,14450.0,Manual,16443.0,Petrol,145.0,58.9,1.0,ford
 C Class,2017.0,31349.0,Semi-Auto,16915.0,Petrol,145.0,35.8,3.0,merc
 Q3,,11950.0,Manual,,Diesel,160.0,49.6,2.0,Audi
 C Class,2019.0,27780.0,Semi-Auto,7109.0,Diesel,,60.1,1.6,merc
 Polo,2015.0,7998.0,Manual,16216.0,Petrol,20.0,60.1,1.0,volkswagen
 C Class,2019.0,33283.0,Automatic,,Diesel,145.0,57.7,2.0,merc
 Aygo,2016.0,5295.0,Manual,12076.0,Petrol,,69.0,1.0,toyota
 Fiesta,2018.0,9890.0,Manual,10109.0,Petrol,145.0,64.2,1.1,ford
 Fiesta,2018.0,14750.0,Manual,12604.0,Petrol,145.0,55.4,1.0,ford
 A Class,2013.0,10275.0,Automatic,,Diesel,,65.7,1.8,merc
 I10,2017.0,6498.0,Manual,,Petrol,145.0,57.7,1.2,hyundi
 GLA Class,2016.0,20677.0,Automatic,11868.0,Petrol,200.0,43.5,2.0,merc
 Mokka X,,12998.0,Manual,11529.0,Petrol,145.0,39.2,1.4,vauxhall
 Tucson,,,Semi-Auto,7723.0,Diesel,145.0,57.6,1.7,hyundi
 Astra,2016.0,,Manual,15989.0,Petrol,125.0,,1.4,vauxhall
 Aygo,,9990.0,Manual,1707.0,Petrol,145.0,57.7,,toyota
 Golf,2019.0,19450.0,Manual,4410.0,Diesel,145.0,62.8,2.0,volkswagen
 Kuga,,13970.0,Automatic,19316.0,Petrol,240.0,38.2,1.5,ford
 Mokka X,2019.0,,Manual,10553.0,Petrol,145.0,39.2,1.4,vauxhall
 A4,2016.0,17200.0,Manual,,Diesel,30.0,64.2,2.0,Audi
 Golf,2016.0,11798.0,Semi-Auto,39126.0,Petrol,0.0,65.7,1.0,volkswagen
 Corsa,2015.0,6299.0,Manual,22000.0,Petrol,125.0,52.3,,vauxhall
 4 Series,2019.0,24920.0,Semi-Auto,3689.0,Diesel,145.0,65.7,2.0,BMW
 E Class,2015.0,13750.0,Automatic,41952.0,Diesel,,64.2,2.1,merc
 Polo,2017.0,,Manual,25567.0,Petrol,145.0,60.1,1.2,volkswagen
 Fiesta,2009.0,3895.0,Manual,65000.0,Petrol,150.0,47.9,1.6,ford
 A4,2017.0,24750.0,Automatic,24885.0,Petrol,145.0,38.7,3.0,Audi
 Focus,2015.0,7500.0,Manual,73831.0,Diesel,0.0,,1.5,ford
 Polo,2017.0,11489.0,Manual,9310.0,Petrol,20.0,60.1,1.2,volkswagen
 3 Series,2013.0,11990.0,Automatic,,Diesel,,57.6,3.0,BMW
 C Class,2019.0,,Automatic,2646.0,Petrol,,47.1,1.5,merc
 Focus,,13495.0,Manual,23111.0,Petrol,,58.9,1.0,ford
 Polo,2019.0,,Manual,,Petrol,145.0,52.3,1.0,volkswagen
 Passat,2019.0,23999.0,Manual,4250.0,Petrol,,43.5,1.5,volkswagen
 3 Series,2016.0,12750.0,Manual,30521.0,Diesel,20.0,,2.0,BMW
 Octavia,,10960.0,Semi-Auto,39692.0,Diesel,30.0,64.2,2.0,skoda
 Corsa,2015.0,8295.0,Manual,13878.0,Petrol,,55.4,1.4,vauxhall
 1 Series,2014.0,14869.0,Semi-Auto,35093.0,Diesel,,60.1,2.0,BMW
 1 Series,,16888.0,Automatic,11747.0,Diesel,145.0,72.4,1.5,BMW
 Fabia,2017.0,9338.0,Manual,13518.0,Petrol,145.0,64.2,1.0,skoda
 3 Series,2019.0,21000.0,Semi-Auto,,Diesel,145.0,64.2,2.0,BMW
 Focus,2016.0,8999.0,Manual,65920.0,Diesel,0.0,,1.5,ford
 Astra,2018.0,13000.0,Manual,,Petrol,150.0,46.3,1.4,vauxhall
 Mokka X,2017.0,10171.0,Manual,28080.0,Petrol,145.0,47.1,,vauxhall
 1 Series,2017.0,12100.0,Manual,36642.0,Diesel,150.0,68.9,2.0,BMW
 C Class,2017.0,22590.0,Semi-Auto,41131.0,Diesel,,65.7,2.1,merc
 3 Series,2017.0,20995.0,Semi-Auto,,Hybrid,0.0,134.5,2.0,BMW
 Polo,2017.0,10899.0,Manual,9590.0,Petrol,145.0,60.1,1.2,volkswagen
 Octavia,2017.0,12991.0,Manual,20426.0,Petrol,145.0,54.3,1.4,skoda
 GLC Class,2020.0,44950.0,Automatic,4000.0,Diesel,145.0,40.9,2.0,merc
 Focus,,20370.0,Manual,13008.0,Petrol,145.0,41.5,2.0,ford
 A1,2020.0,23000.0,Semi-Auto,,Petrol,145.0,,1.5,Audi
 Golf,,18880.0,Manual,3798.0,Petrol,145.0,50.4,1.5,volkswagen
 Tucson,2017.0,,Manual,35731.0,Petrol,150.0,44.8,1.6,hyundi
 Aygo,2017.0,7550.0,Semi-Auto,27866.0,Petrol,150.0,67.0,1.0,toyota
 EcoSport,2016.0,9282.0,Manual,18990.0,Petrol,125.0,52.3,1.0,ford
 Fiesta,2015.0,8330.0,Semi-Auto,22453.0,Petrol,,47.9,1.6,ford
 5 Series,,,Semi-Auto,5432.0,Diesel,145.0,60.1,2.0,BMW
 5 Series,2020.0,,Semi-Auto,9.0,Petrol,150.0,,2.0,BMW
 2 Series,2015.0,17480.0,Manual,,Petrol,300.0,34.9,,BMW
 A Class,2016.0,14250.0,Manual,54446.0,Diesel,20.0,68.9,1.5,merc
 E Class,2017.0,18870.0,Semi-Auto,26057.0,Diesel,145.0,72.4,2.0,merc
 Polo,,7698.0,Manual,32790.0,Petrol,20.0,,1.0,volkswagen
 E Class,2018.0,25495.0,Semi-Auto,,Diesel,145.0,70.6,2.0,merc
 A Class,2017.0,14480.0,Manual,23433.0,Diesel,20.0,72.4,1.5,merc
 1 Series,,14995.0,Manual,19866.0,Diesel,30.0,65.7,2.0,BMW
 Up,2014.0,4995.0,Manual,78977.0,Petrol,20.0,60.1,1.0,volkswagen
 Tiguan,2019.0,26995.0,Manual,3000.0,Diesel,145.0,47.9,2.0,volkswagen
 A Class,2013.0,9795.0,Manual,,Diesel,20.0,70.6,1.5,merc
 1 Series,2019.0,15495.0,Manual,,Petrol,145.0,53.3,1.5,BMW
 Fiesta,2017.0,9895.0,Manual,19079.0,Petrol,145.0,65.7,1.0,ford
 A3,2016.0,16435.0,Manual,39537.0,Diesel,30.0,,2.0,Audi
 Q5,2016.0,26000.0,Automatic,19000.0,Petrol,235.0,37.7,2.0,Audi
 Fiesta,2017.0,11000.0,Manual,,Diesel,145.0,78.5,1.5,ford
 I10,2017.0,6490.0,Manual,26908.0,Petrol,20.0,60.1,,hyundi
 3 Series,2020.0,38991.0,Semi-Auto,132.0,Diesel,145.0,52.3,2.0,BMW
 Golf,2017.0,15500.0,Semi-Auto,12985.0,Petrol,30.0,53.3,,volkswagen
 Corsa,2017.0,8795.0,Manual,10969.0,Petrol,145.0,,1.4,vauxhall
 EcoSport,2015.0,8700.0,Manual,30462.0,Petrol,125.0,53.3,1.0,ford
 Yaris,2019.0,,Manual,1209.0,Petrol,145.0,47.9,1.5,toyota
 Kuga,2017.0,,Manual,,Diesel,145.0,54.3,2.0,ford
 A3,,19998.0,Semi-Auto,,Petrol,145.0,56.5,1.5,Audi
 A3,2019.0,23000.0,Manual,5096.0,Diesel,145.0,51.4,1.6,Audi
 Superb,,13990.0,Semi-Auto,39140.0,Diesel,125.0,61.4,2.0,skoda
 A3,2015.0,9499.0,Manual,70284.0,Diesel,20.0,,2.0,Audi
 Kuga,2019.0,17200.0,Manual,9390.0,Diesel,150.0,38.2,2.0,ford
 Astra,2017.0,9999.0,Manual,33237.0,Petrol,,51.4,1.4,vauxhall
 Kuga,2015.0,10499.0,Manual,45594.0,Diesel,125.0,60.1,2.0,ford
 A1,,16890.0,Manual,8768.0,Petrol,150.0,51.4,1.0,Audi
 Astra,2015.0,7300.0,Manual,34000.0,Petrol,205.0,43.5,1.6,vauxhall
 Polo,2017.0,9790.0,Manual,18015.0,Petrol,145.0,,1.0,volkswagen
 3 Series,2017.0,,Semi-Auto,40238.0,Diesel,145.0,53.3,,BMW
 3 Series,,29999.0,Semi-Auto,9.0,Diesel,145.0,50.4,2.0,BMW
 C Class,2017.0,,Automatic,24348.0,Diesel,20.0,67.3,2.1,merc
 C Class,,3200.0,Automatic,86000.0,Petrol,565.0,28.2,3.5,merc
 EcoSport,2017.0,9495.0,Manual,48899.0,Petrol,125.0,52.3,1.0,ford
 C Class,2014.0,12900.0,Semi-Auto,24600.0,Petrol,160.0,44.8,1.6,merc
 Focus,2017.0,11200.0,Manual,,Petrol,,60.1,1.0,ford
 Fiesta,2017.0,,Automatic,11949.0,Petrol,145.0,47.9,1.6,ford
 Corsa,2018.0,8480.0,Manual,20815.0,Petrol,145.0,55.4,,vauxhall
 2 Series,2020.0,28993.0,Semi-Auto,500.0,Diesel,145.0,,,BMW
 Golf,2019.0,19749.0,Manual,2704.0,Petrol,145.0,45.6,1.5,volkswagen
 A4,2019.0,,Semi-Auto,,Diesel,145.0,47.9,2.0,Audi
 E Class,2020.0,40979.0,Semi-Auto,,Diesel,,57.7,2.0,merc
 Mokka X,2016.0,9995.0,Manual,30000.0,Petrol,150.0,47.1,1.4,vauxhall
 Focus,2017.0,16980.0,Semi-Auto,,Diesel,145.0,61.4,2.0,ford
 Mokka X,2017.0,,Manual,18329.0,Petrol,145.0,47.1,,vauxhall
 Tiguan,2017.0,15999.0,Manual,23339.0,Diesel,125.0,58.9,2.0,volkswagen
 C Class,2017.0,16800.0,Automatic,35180.0,Diesel,30.0,64.2,2.1,merc
 Fiesta,2014.0,6990.0,Manual,35000.0,Petrol,0.0,65.7,,ford
 Octavia,2019.0,14295.0,Manual,,Petrol,145.0,60.1,,skoda
 Passat,2016.0,,Manual,31433.0,Diesel,20.0,67.3,,volkswagen
 3 Series,2019.0,24450.0,Semi-Auto,8196.0,Diesel,145.0,62.8,2.0,BMW
 4 Series,2014.0,10599.0,Manual,105850.0,Diesel,125.0,58.9,2.0,BMW
 I10,2017.0,6550.0,Manual,33851.0,Petrol,145.0,57.7,1.2,hyundi
 Astra,2016.0,,Manual,,Diesel,20.0,72.4,,vauxhall
 A4,,23295.0,Semi-Auto,7943.0,Petrol,145.0,,,Audi
 Kuga,,10000.0,Semi-Auto,65110.0,Diesel,205.0,45.6,2.0,ford
 E Class,2016.0,,Semi-Auto,40184.0,Diesel,30.0,65.7,2.0,merc
 A5,2017.0,21930.0,Semi-Auto,29795.0,Diesel,145.0,70.6,2.0,Audi
 3 Series,2015.0,,Manual,33902.0,Diesel,30.0,65.7,2.0,BMW
 C Class,2019.0,21980.0,Semi-Auto,5572.0,Petrol,145.0,45.6,1.5,merc
 Q3,2020.0,30990.0,Semi-Auto,476.0,Petrol,150.0,40.4,1.5,Audi
 Yaris,,,Automatic,26897.0,Petrol,30.0,58.0,1.3,toyota
 Fabia,,11995.0,Manual,5500.0,Petrol,145.0,61.4,1.0,skoda
 Corsa,2014.0,3999.0,Manual,76276.0,Petrol,125.0,51.4,1.4,vauxhall
 Focus,2017.0,12975.0,Manual,11000.0,Petrol,,51.4,0.0,ford
 Golf,2019.0,14989.0,Manual,17259.0,Petrol,145.0,49.6,1.0,volkswagen
 Insignia,2015.0,6300.0,Manual,,Diesel,0.0,76.3,,vauxhall
 Aygo,2018.0,8698.0,Manual,,Petrol,150.0,68.9,,toyota
 X1,2015.0,16995.0,Automatic,33184.0,Diesel,,60.1,2.0,BMW
 Corsa,2019.0,10990.0,Manual,579.0,Petrol,145.0,43.5,1.4,vauxhall
 A5,2017.0,23498.0,Semi-Auto,11111.0,Diesel,145.0,65.7,2.0,Audi
 Corsa,2016.0,8430.0,Automatic,21462.0,Petrol,150.0,47.9,1.4,vauxhall
 Tucson,2016.0,10776.0,Manual,31789.0,Diesel,30.0,61.7,1.7,hyundi
 Fiesta,2017.0,9700.0,Manual,28186.0,Petrol,0.0,65.7,1.0,ford
 Octavia,2019.0,19960.0,Manual,,Diesel,145.0,53.3,2.0,skoda
 Q2,2017.0,21000.0,Automatic,23000.0,Petrol,125.0,52.3,1.4,Audi
 E Class,2016.0,19998.0,Semi-Auto,18718.0,Diesel,145.0,,3.0,merc
 Golf,2015.0,,Semi-Auto,31876.0,Petrol,160.0,,2.0,volkswagen
 Focus,2017.0,18520.0,Manual,17327.0,Petrol,145.0,41.5,2.0,ford
 Golf,2016.0,19495.0,Semi-Auto,26000.0,Petrol,165.0,44.1,2.0,volkswagen
 Aygo,2019.0,9275.0,Manual,9071.0,Petrol,,56.5,1.0,toyota
 4 Series,2018.0,20998.0,Semi-Auto,18392.0,Diesel,150.0,65.7,2.0,BMW
 Fiesta,2014.0,6300.0,Manual,,Petrol,30.0,54.3,1.2,ford
 Octavia,2016.0,9500.0,Semi-Auto,41000.0,Diesel,0.0,76.4,1.6,skoda
 Golf,2017.0,7990.0,Manual,46000.0,Diesel,0.0,,1.6,volkswagen
 Yaris,2018.0,10460.0,Manual,,Petrol,145.0,58.9,1.5,toyota
 GLA Class,,23299.0,Semi-Auto,11606.0,Diesel,145.0,67.3,,merc
 3 Series,2017.0,17600.0,Manual,9601.0,Diesel,,64.2,2.0,BMW
 Astra,2017.0,10999.0,Semi-Auto,23207.0,Petrol,150.0,51.4,1.4,vauxhall
 Yaris,2019.0,9950.0,Manual,10225.0,Petrol,150.0,56.5,1.0,toyota
 Polo,2016.0,13390.0,Automatic,26595.0,Petrol,20.0,61.4,1.4,volkswagen
 3 Series,2016.0,,Automatic,17749.0,Diesel,145.0,,3.0,BMW
 Insignia,2016.0,6995.0,Manual,93850.0,Diesel,20.0,,1.6,vauxhall
 A5,2019.0,,Automatic,6100.0,Diesel,145.0,50.4,2.0,Audi
 5 Series,2010.0,,Automatic,129000.0,Diesel,205.0,46.3,3.0,BMW
 Passat,2015.0,,Automatic,53000.0,Diesel,20.0,70.6,,volkswagen
 Polo,2016.0,9510.0,Manual,21037.0,Petrol,20.0,60.1,,volkswagen
 Focus,2018.0,,Manual,20417.0,Petrol,145.0,60.1,,ford
 A Class,2020.0,,Automatic,3521.0,Diesel,,,2.0,merc
 Q5,2016.0,28995.0,Semi-Auto,42187.0,Diesel,235.0,42.8,3.0,Audi
 A3,2014.0,10485.0,Manual,28801.0,Petrol,30.0,57.6,1.2,Audi
 GLA Class,2015.0,15275.0,Semi-Auto,43443.0,Diesel,20.0,64.2,2.1,merc
 Astra,,10498.0,Manual,32846.0,Petrol,125.0,50.4,,vauxhall
 Tiguan,2019.0,24989.0,Automatic,,Other,150.0,40.4,2.0,volkswagen
 3 Series,2019.0,26922.0,Semi-Auto,3853.0,Petrol,145.0,41.5,,BMW
 A6,2016.0,18982.0,Automatic,20335.0,Diesel,30.0,61.4,2.0,Audi
 Polo,2016.0,9250.0,Manual,32528.0,Petrol,20.0,60.1,,volkswagen
 Aygo,2018.0,,Manual,12987.0,Petrol,145.0,56.5,1.0,toyota
 Focus,2019.0,17700.0,Manual,1864.0,Petrol,,60.1,,ford
 Focus,2017.0,10950.0,Manual,15640.0,Petrol,145.0,61.4,1.0,ford
 Kuga,2018.0,15800.0,Automatic,6170.0,Petrol,150.0,38.2,1.5,ford
 3 Series,2017.0,18730.0,Semi-Auto,23618.0,Diesel,145.0,,2.0,BMW
 Fiesta,2018.0,11350.0,Manual,12981.0,Petrol,145.0,65.7,,ford
 E Class,2015.0,18998.0,Semi-Auto,,Diesel,145.0,54.3,,merc
 Fiesta,2016.0,8999.0,Automatic,16213.0,Petrol,0.0,57.7,1.0,ford
 Octavia,2017.0,12998.0,Semi-Auto,26346.0,Petrol,145.0,57.7,1.4,skoda
 Corsa,2015.0,6290.0,Manual,,Petrol,30.0,55.4,1.4,vauxhall
 Fiesta,2020.0,15000.0,Manual,250.0,Petrol,150.0,56.5,1.0,ford
 1 Series,2016.0,,Manual,42500.0,Diesel,20.0,68.9,2.0,BMW
 A4,2016.0,11750.0,Manual,75185.0,Diesel,20.0,70.6,2.0,Audi
 Tucson,2017.0,,Manual,24662.0,Diesel,,61.4,1.7,hyundi
 Kuga,2019.0,21290.0,Manual,,Diesel,150.0,37.7,,ford
 Focus,,16998.0,Manual,17819.0,Petrol,145.0,60.1,1.0,ford
 X1,2016.0,18199.0,Automatic,30405.0,Diesel,,57.6,2.0,BMW
 2 Series,2020.0,35950.0,Automatic,,Petrol,145.0,36.2,2.0,BMW
 Tiguan,,,Semi-Auto,,Diesel,145.0,39.8,2.0,volkswagen
 Focus,,,Manual,20132.0,Petrol,,41.5,2.0,ford
 Passat,2019.0,,Semi-Auto,,Diesel,145.0,48.7,2.0,volkswagen
 Octavia,2016.0,9990.0,Manual,29083.0,Petrol,30.0,,1.4,skoda
 Superb,2019.0,27500.0,Semi-Auto,5629.0,Diesel,145.0,42.8,2.0,skoda
 A Class,,14789.0,Manual,37006.0,Diesel,20.0,68.9,1.5,merc
 Golf,2017.0,,Semi-Auto,23751.0,Petrol,200.0,39.8,,volkswagen
 A4,2018.0,18350.0,Manual,,Diesel,145.0,70.6,2.0,Audi
 Polo,2017.0,12000.0,Manual,5975.0,Petrol,145.0,60.1,1.2,volkswagen
 Corsa,2017.0,7230.0,Manual,28075.0,Petrol,145.0,55.4,1.4,vauxhall
 I10,2018.0,8690.0,Manual,1500.0,Petrol,145.0,,1.0,hyundi
 A3,,15700.0,Automatic,,Petrol,30.0,55.4,1.4,Audi
 Fiesta,2018.0,10620.0,Manual,13240.0,Petrol,145.0,65.7,1.0,ford
 EcoSport,2017.0,8490.0,Manual,30300.0,Petrol,,,1.5,ford
 A3,,36990.0,Semi-Auto,,Petrol,145.0,43.5,2.0,Audi
 Corsa,2012.0,3499.0,Manual,80015.0,Petrol,,55.4,,vauxhall
 Focus,2018.0,14497.0,Manual,7066.0,Petrol,145.0,57.7,1.0,ford
 Golf,2019.0,12846.0,Manual,15155.0,Petrol,,,1.0,volkswagen
 Golf,2018.0,22998.0,Automatic,9482.0,Hybrid,135.0,166.2,1.4,volkswagen
 Insignia,2017.0,12699.0,Manual,27726.0,Diesel,145.0,53.3,2.0,vauxhall
 Passat,2019.0,28990.0,Semi-Auto,9648.0,Diesel,145.0,38.2,,volkswagen
 Fiesta,2020.0,,Manual,100.0,Petrol,145.0,58.9,1.0,ford
 Fiesta,2017.0,9489.0,Manual,37566.0,Petrol,0.0,65.7,1.0,ford
 Yaris,2018.0,10490.0,Manual,9363.0,Petrol,145.0,58.9,1.5,toyota
 Polo,2016.0,12500.0,Semi-Auto,19000.0,Petrol,20.0,60.1,1.2,volkswagen
 Mokka X,2016.0,9700.0,Manual,13063.0,Petrol,200.0,42.2,1.6,vauxhall
 Polo,2015.0,10552.0,Semi-Auto,23120.0,Petrol,20.0,60.1,1.2,volkswagen
 Fiesta,,10000.0,Manual,10324.0,Petrol,145.0,64.2,1.1,ford
 Corsa,2014.0,4999.0,Manual,,Petrol,125.0,51.4,1.2,vauxhall
 Aygo,2017.0,9871.0,Semi-Auto,,Petrol,150.0,67.3,1.0,toyota
 Polo,2016.0,9989.0,Manual,26298.0,Petrol,20.0,60.1,1.2,volkswagen
 Yaris,2019.0,13130.0,Manual,8866.0,Petrol,145.0,47.9,1.5,toyota
 2 Series,2019.0,25950.0,Automatic,5000.0,Diesel,145.0,48.7,2.0,BMW
 3 Series,2015.0,14500.0,Automatic,54305.0,Diesel,125.0,60.1,2.0,BMW
 Polo,2016.0,11530.0,Automatic,6725.0,Petrol,,60.1,1.2,volkswagen
 Focus,2018.0,13995.0,Manual,16063.0,Petrol,150.0,60.1,1.0,ford
 Fabia,2018.0,7990.0,Manual,15307.0,Petrol,145.0,57.7,1.0,skoda
 Corsa,2019.0,10250.0,Manual,1453.0,Petrol,,,1.4,vauxhall
 4 Series,2018.0,20590.0,Semi-Auto,,Petrol,150.0,,2.0,BMW
 Corsa,2019.0,8510.0,Manual,5426.0,Petrol,145.0,43.5,1.4,vauxhall
 E Class,2019.0,,Automatic,308.0,Hybrid,135.0,188.3,2.0,merc
 Golf,2019.0,24576.0,Manual,6116.0,Petrol,145.0,37.2,2.0,volkswagen
 Fiesta,2018.0,13500.0,Manual,,Petrol,145.0,62.8,1.0,ford
 Tucson,2019.0,14495.0,Manual,17642.0,Petrol,145.0,35.3,1.6,hyundi
 A Class,2006.0,2880.0,Automatic,66000.0,Diesel,160.0,52.3,2.0,merc
 Astra,2018.0,,Manual,8141.0,Petrol,145.0,51.4,1.4,vauxhall
 Q3,2014.0,12498.0,Semi-Auto,55680.0,Diesel,200.0,47.9,2.0,Audi
 Yaris,,9995.0,Manual,10360.0,Petrol,145.0,58.9,1.5,toyota
 3 Series,2019.0,22998.0,Semi-Auto,6000.0,Petrol,,48.7,2.0,BMW
 Focus,2015.0,8700.0,Manual,61294.0,Diesel,0.0,,1.5,ford
 Fabia,2015.0,6700.0,Manual,14829.0,Petrol,20.0,58.8,,skoda
 Insignia,2019.0,16995.0,Manual,7226.0,Diesel,145.0,49.6,2.0,vauxhall
 E Class,,33480.0,Automatic,7800.0,Diesel,145.0,45.6,2.0,merc
 Golf,,20146.0,Semi-Auto,6571.0,Petrol,145.0,43.5,,volkswagen
 Focus,2019.0,16499.0,Manual,10000.0,Petrol,145.0,58.9,1.0,ford
 Golf,2020.0,33792.0,Automatic,,Petrol,,32.8,2.0,volkswagen
 A1,2017.0,,Manual,34551.0,Petrol,150.0,67.3,1.0,Audi
 4 Series,2017.0,19491.0,Automatic,22771.0,Diesel,145.0,55.4,3.0,BMW
 A3,2017.0,14990.0,Manual,24842.0,Petrol,20.0,60.1,1.0,Audi
 4 Series,2018.0,21000.0,Automatic,18000.0,Diesel,150.0,65.7,2.0,BMW
 Corsa,2015.0,6795.0,Manual,,Petrol,125.0,52.3,1.2,vauxhall
 Corsa,2017.0,,Manual,22911.0,Petrol,30.0,,1.4,vauxhall
 Yaris,2016.0,10990.0,Automatic,30000.0,Hybrid,0.0,78.0,1.5,toyota
 Focus,2019.0,17999.0,Manual,4432.0,Petrol,145.0,60.1,1.0,ford
 4 Series,2019.0,,Semi-Auto,12202.0,Petrol,145.0,48.7,2.0,BMW
 Q3,2013.0,8750.0,Manual,67727.0,Diesel,145.0,54.3,2.0,Audi
 A1,2016.0,,Manual,23000.0,Petrol,0.0,,1.0,Audi
 A Class,2017.0,13500.0,Automatic,37014.0,Diesel,150.0,74.3,1.5,merc
 Focus,2019.0,16938.0,Manual,4833.0,Petrol,145.0,60.1,,ford
 3 Series,2015.0,13695.0,Manual,,Diesel,125.0,60.1,2.0,BMW
 Q5,2017.0,21750.0,Semi-Auto,83165.0,Diesel,,,2.0,Audi
 Fiesta,2017.0,9700.0,Manual,,Petrol,0.0,,1.0,ford
 Golf,2019.0,25750.0,Manual,5964.0,Petrol,145.0,37.2,2.0,volkswagen
 A3,2016.0,,Manual,25000.0,Diesel,20.0,65.7,2.0,Audi
 Kuga,2018.0,17890.0,Semi-Auto,39821.0,Diesel,145.0,54.3,2.0,ford
 GLA Class,2019.0,23149.0,Semi-Auto,13359.0,Diesel,145.0,67.3,2.1,merc
 Mokka,2016.0,11495.0,Automatic,,Petrol,160.0,40.4,1.4,vauxhall
 A1,2012.0,7500.0,Manual,63565.0,Diesel,0.0,74.3,,Audi
 C Class,2017.0,,Automatic,10398.0,Petrol,145.0,41.5,2.0,merc
 Polo,2014.0,5899.0,Manual,72125.0,Petrol,125.0,51.4,,volkswagen
 A Class,2016.0,19798.0,Automatic,17567.0,Petrol,200.0,42.8,2.0,merc
 Polo,2019.0,15990.0,Manual,,Petrol,145.0,49.6,1.0,volkswagen
 Fiesta,,,Manual,22477.0,Petrol,145.0,58.9,1.0,ford
 C Class,2016.0,35995.0,Automatic,31719.0,Petrol,300.0,34.5,4.0,merc
 Fiesta,2019.0,,Manual,,Petrol,145.0,60.1,1.0,ford
 Polo,2017.0,9999.0,Manual,17298.0,Petrol,20.0,60.1,1.2,volkswagen
 Polo,2020.0,15440.0,Manual,3500.0,Petrol,145.0,52.3,1.0,volkswagen
 Tucson,,15498.0,Manual,,Petrol,150.0,34.9,1.6,hyundi
 Polo,2019.0,,Manual,,Petrol,145.0,52.3,,volkswagen
 C Class,2019.0,,Semi-Auto,17549.0,Petrol,145.0,46.3,,merc
 Fabia,2017.0,8850.0,Manual,39073.0,Diesel,,70.6,1.4,skoda
 Fiesta,2017.0,,Manual,14532.0,Petrol,,65.7,1.0,ford
 Fiesta,2015.0,7995.0,Manual,28000.0,Petrol,0.0,65.7,1.0,ford
 A3,2015.0,,Manual,,Diesel,20.0,70.6,1.6,Audi
 Mokka,2016.0,9180.0,Manual,22691.0,Petrol,200.0,40.9,1.6,vauxhall
 Fiesta,2012.0,2995.0,Manual,98000.0,Petrol,125.0,50.4,1.2,ford
 Aygo,2018.0,8995.0,Manual,5699.0,Petrol,145.0,56.5,1.0,toyota
 Corsa,2016.0,7995.0,Manual,12211.0,Petrol,30.0,55.4,1.4,vauxhall
 Q5,2020.0,45000.0,Semi-Auto,2500.0,Diesel,145.0,37.2,2.0,Audi
 2 Series,2019.0,24230.0,Semi-Auto,4301.0,Petrol,145.0,48.7,2.0,BMW
 Mokka X,2017.0,12490.0,Manual,18775.0,Petrol,145.0,47.1,1.4,vauxhall
 X1,2018.0,22490.0,Automatic,11592.0,Petrol,145.0,44.8,2.0,BMW
